recall_id,title,organization,product_name,issue,category,updated_at,data_received_at
77577,Jamp-Hydralazine tablet: Affected lot may contain Jamp-Hydralazine 10 mg tablets,Drugs and health products,Jamp-Hydralazine tablet,Product safety,Drugs,2025-06-10,2025-06-20 15:13:01.237253
77578,Soframycin nasal spray; Out of specification (pH & benzalkonium chloride),Drugs and health products,Soframycin nasal spray,Product quality,Drugs,2025-06-10,2025-06-20 15:13:01.237253
77579,"CombiStar, SafeStar and TwinStar Filters/ HMEs",Medical devices,"CombiStar, SafeStar and TwinStar Filters/ HMEs",Performance,Anaesthesiology,2025-06-10,2025-06-20 15:13:01.237253
77580,Inceptiv,Medical devices,Inceptiv,Performance,Neurology,2025-06-10,2025-06-20 15:13:01.237253
77564,Rivasa 81 mg EC tablet; Out of specification (salicylic acid impurity),Drugs and health products,RIVASA 81mg EC tablet,Product quality,Drugs,2025-06-06,2025-06-20 15:13:01.237253
77565,"0.9% Sodium chloride injection, USP; Solution bags leaking",Drugs and health products,"0.9% Sodium chloride injection, USP",Packaging,Drugs,2025-06-06,2025-06-20 15:13:01.237253
77566,One lot of Seasonique birth control recalled due to possible extra yellow pills (ethinyl estradiol only),Communications and Public Affairs Branch,Seasonique (DIN 02346176),Product quality,Drugs,2025-06-06,2025-06-20 15:13:01.237253
77567,"Health Canada warns consumers not to inhale nitrous oxide, also known as laughing gas, recreationally",Communications and Public Affairs Branch,Various nitrous oxide products,Product safety - Unauthorized product,Drugs,2025-06-06,2025-06-20 15:13:01.237253
77568,Seasonique tablet; may be packaged with extra yellow tablets (ethinyl estradiol),Drugs and health products,Seasonique tablet,Packaging,Drugs,2025-06-06,2025-06-20 15:13:01.237253
77581,"Binggrae brand Power Cap, Watermelon Flavored Ice Tube recalled due to undeclared milk",CFIA,"Power Cap, Watermelon Flavored Ice Tube",Milk,Other,2025-06-06,2025-06-20 15:13:01.237253
77609,C'est Prêt! brand and Circle K brand chicken sandwiches recalled due to pieces of bone,CFIA,Chicken sandwiches,Extraneous Material,Multiple food items,2025-06-06,2025-06-20 15:13:01.237253
64528,NTI TRX Series II Wall Hung Gas-fired Boiler recalled due to risk of fire and carbon monoxide poisoning,Consumer product safety,NTI TRX Series II Wall Hung Gas-fired Boiler,Poisoning hazard - Fire hazard,Appliances,2025-06-05,2025-06-20 15:13:01.237253
73720,Transport Canada Recall - 2023285 - MITSUBISHI,TC,SUV recalled by MITSUBISHI,Visual System,SUV,2025-06-05,2025-06-20 15:13:01.237253
77273,HTP ELU Elite Ultra Wall Hung Gas-fired Boiler recalled due to risk of fire and carbon monoxide poisoning,Consumer product safety,HTP ELU Elite Ultra Wall Hung Gas-fired Boiler,Poisoning hazard - Fire hazard,Appliances,2025-06-05,2025-06-20 15:13:01.237253
77507,Rinnai i-Series Plus Boilers recalled due to poisoning hazard  ,Consumer product safety,Rinnai i-Series Plus Boilers,Poisoning hazard,Appliances,2025-06-05,2025-06-20 15:13:01.237253
77518,Bornibus brand Tehina recalled due to Salmonella,CFIA,Tehina,Salmonella,Other,2025-06-05,2025-06-20 15:13:01.237253
77530,Transport Canada Recall - 2025269 - DAIMLER TRUCK NORTH AMERICA,TC,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Truck - Med. & H.D.,2025-06-05,2025-06-20 15:13:01.237253
77534,Lutron Power Interface for LED Tape Lights recalled due to potential shock hazard ,Consumer product safety,Lutron Power Interface for LED Tape Lights,Electrical hazard,Electronics,2025-06-05,2025-06-20 15:13:01.237253
77537,Baseus Portable Chargers recalled due to fire hazard ,Consumer product safety,Baseus Portable Chargers ,Fire hazard,Electronics,2025-06-05,2025-06-20 15:13:01.237253
77541,Vevor Cable Railing Kits recalled due to entrapment hazard ,Consumer product safety,Vevor Cable Railing Kits ,Entrapment hazard,Building materials and supplies,2025-06-05,2025-06-20 15:13:01.237253
77542,DR Power Equipment lithium-ion battery-powered chainsaws recalled due to fire and burn hazards ,Consumer product safety,DR Power Equipment lithium-ion battery-powered chainsaws,Fire hazard,Tools and accessories,2025-06-05,2025-06-20 15:13:01.237253
77547,U and U+ window air conditioners recalled due to risk of mold exposure  ,Consumer product safety,U and U+ Window Air Conditioners,Microbial hazard,Appliances,2025-06-05,2025-06-20 15:13:01.237253
77548,Seasonale tablet: packaged with extra placebo tablets,Drugs and health products,Seasonale tablet,Packaging,Drugs,2025-06-05,2025-06-20 15:13:01.237253
77557,Transport Canada Recall - 2025287 - NOVA BUS,TC,Bus recalled by NOVA BUS,Lights And Instruments,Bus,2025-06-05,2025-06-20 15:13:01.237253
77558,Change Healthcare Cardiology Hemo/Hemodynamics™,Medical devices,Change Healthcare Cardiology Hemo/Hemodynamics™,Performance,Cardiovascular,2025-06-05,2025-06-20 15:13:01.237253
77559,Oracare Baby Brush,Medical devices,Oracare Baby Brush,Performance,Dental,2025-06-05,2025-06-20 15:13:01.237253
77560,Bravo™ - Capsule Delivery Sys,Medical devices,Bravo™ - Capsule Delivery Sys,Performance,Gastroenterology and urology,2025-06-05,2025-06-20 15:13:01.237253
77561,Alinity I Total PSA Reagent Kit,Medical devices,Alinity I Total PSA Reagent Kit,Performance,Immunology,2025-06-05,2025-06-20 15:13:01.237253
77562,SwabSleeve™ and SwabCap™,Medical devices,SwabSleeve™ and SwabCap™,Sterility,General hospital and personal use,2025-06-05,2025-06-20 15:13:01.237253
77563,"VITROS® 4600, 5600 and 7600 Systems",Medical devices,"VITROS® 4600, 5600 and 7600 Systems",Performance,Chemistry,2025-06-05,2025-06-20 15:13:01.237253
77569,Transport Canada Recall - 2025301 - MITSUBISHI,TC,SUV recalled by MITSUBISHI,Visual System,SUV,2025-06-05,2025-06-20 15:13:01.237253
77570,Transport Canada Recall - 2025308 - JAYCO,TC,RV Trailer recalled by JAYCO,Structure,RV Trailer,2025-06-05,2025-06-20 15:13:01.237253
74545,Philips Achieva and Intera Systems,Medical devices,Philips Achieva and Intera Systems,Performance,Radiology,2025-06-04,2025-06-20 15:13:01.237253
77538,Chill Pill Magnetic Haptic Fidget Toys Red Bumpy recalled due to potential ingestion hazard,Consumer product safety,Chill Pill Magnetic Haptic Fidget Toys Red Bumpy ,Ingestion hazard,Other,2025-06-04,2025-06-20 15:13:01.237253
77545,"North Shore Fishery brand Frozen Breaded Shrimp Patties and Frozen Tempura Shrimp Roll recalled due to undeclared egg, soy and milk",CFIA,"Frozen Breaded Shrimp Patties, Frozen Tempura Shrimp Roll",Egg - Soy - Milk,Frozen,2025-06-04,2025-06-20 15:13:01.237253
77549,Vantage Gastroscopes and Colonoscopes,Medical devices,Vantage Gastroscopes and Colonoscopes,Performance,Gastroenterology and urology - General and plastic surgery,2025-06-04,2025-06-20 15:13:01.237253
77550,Two lots of Seasonale birth control recalled due to extra placebo pills,Communications and Public Affairs Branch,Seasonale (0.15 mg levonorgestrel and 0.03 mg ethinyl estradiol) (DIN 02296659),Product quality,Drugs,2025-06-04,2025-06-20 15:13:01.237253
75774,Biofire Blood Culture Identification 2 (BCID2) Panel,Medical devices,Biofire Blood Culture Identification 2 (BCID2) Panel,Performance,Chemistry,2025-06-03,2025-06-20 15:13:01.237253
77540,Q-LINK 13 components and LikoScale™ Adapter Kits,Medical devices,Q-LINK 13 components and LikoScale™ Adapter Kits,Performance,General hospital and personal use,2025-06-03,2025-06-20 15:13:01.237253
77551,Transport Canada Recall - 2025276 - NLB CORPORATION,TC,Equipment recalled by NLB CORPORATION,Engine,Equipment,2025-06-03,2025-06-20 15:13:01.237253
77552,Transport Canada Recall - 2025279 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,Light Truck & Van,2025-06-03,2025-06-20 15:13:01.237253
77553,Transport Canada Recall - 2025280 - FORD,TC,SUV recalled by FORD,Lights And Instruments,SUV,2025-06-03,2025-06-20 15:13:01.237253
77554,Transport Canada Recall - 2025281 - FORD,TC,Light Truck & Van recalled by FORD,Engine,Light Truck & Van - SUV,2025-06-03,2025-06-20 15:13:01.237253
77555,Transport Canada Recall - 2025282 - FORD,TC,SUV recalled by FORD,Structure,SUV,2025-06-03,2025-06-20 15:13:01.237253
77556,Transport Canada Recall - 2025284 - FORD,TC,Light Truck & Van recalled by FORD,Engine,Light Truck & Van,2025-06-03,2025-06-20 15:13:01.237253
72316,Transport Canada Recall - 2022668 - LAND ROVER,TC,SUV recalled by LAND ROVER,Suspension,SUV,2025-06-02,2025-06-20 15:13:01.237253
77419,Transport Canada Recall - 2025227 - INTERNATIONAL MOTORS,TC,Truck - Med. & H.D. recalled by INTERNATIONAL MOTORS,Visual System,Truck - Med. & H.D.,2025-06-02,2025-06-20 15:13:01.237253
77511,Arooj Henna Cones recalled due to chemical hazard  ,Consumer product safety,Arooj Henna Cones,Chemical hazard,Beauty and personal care,2025-06-02,2025-06-20 15:13:01.237253
77517,Jigs of Discovery branded rod and reel combo kits recalled due to excess presence of lead  ,Consumer product safety, Jigs of Discovery branded rod and reel combo kits,Chemical hazard,Outdoor living,2025-06-02,2025-06-20 15:13:01.237253
77536,Sanis-Moxifloxacin solution; Sterility issue,Drugs and health products,Sanis-Moxifloxacin solution,Product quality,Drugs,2025-06-02,2025-06-20 15:13:01.237253
77539,"Binggrae brand Power Cap, Watermelon Flavored Ice Tube recalled due to undeclared milk",CFIA,"Power Cap, Watermelon Flavored Ice Tube",Milk,Other,2025-06-02,2025-06-20 15:13:01.237253
77546,Transport Canada Recall - 2025289 - LAND ROVER,TC,SUV recalled by LAND ROVER,Suspension,SUV,2025-06-02,2025-06-20 15:13:01.237253
77444,Various Life Basis brand Radon Detectors recalled due to inaccurate radon detection,Consumer product safety,Various Life Basis brand Radon Detectors,Chemical hazard,Electronics,2025-05-30,2025-06-20 15:13:01.237253
77461,InkBird Wifi Radon Detector model RD-2  recalled due to inaccurate radon detection ,Consumer product safety,InkBird Wifi Radon Detector model RD-2,Chemical hazard,Electronics,2025-05-30,2025-06-20 15:13:01.237253
77516,JAMP-RISPERIDONE: may contain foreign matter particles,Drugs and health products,JAMP-RISPERIDONE,Product safety,Drugs,2025-05-30,2025-06-20 15:13:01.237253
77525,Transport Canada Recall - 2025261 - MICHELIN,TC,Tire recalled by MICHELIN,Tires,Tire,2025-05-30,2025-06-20 15:13:01.237253
77526,Transport Canada Recall - 2025263 - TOYOTA,TC,Light Truck & Van recalled by TOYOTA,Lights And Instruments,Light Truck & Van,2025-05-30,2025-06-20 15:13:01.237253
77527,Transport Canada Recall - 2025265 - ISUZU,TC,Truck - Med. & H.D. recalled by ISUZU,High Voltage,Truck - Med. & H.D.,2025-05-30,2025-06-20 15:13:01.237253
77528,Transport Canada Recall - 2025266 - BOMBARDIER RECREATIONAL PRODUCTS,TC,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,High Voltage,Snowmobile,2025-05-30,2025-06-20 15:13:01.237253
77529,Transport Canada Recall - 2025268 - MERCEDES-BENZ,TC,SUV recalled by MERCEDES-BENZ,Visual System,SUV,2025-05-30,2025-06-20 15:13:01.237253
77531,Transport Canada Recall - 2025270 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Tires,RV Trailer,2025-05-30,2025-06-20 15:13:01.237253
77532,Transport Canada Recall - 2025272 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Visual System,SUV,2025-05-30,2025-06-20 15:13:01.237253
77533,Transport Canada Recall - 2025292 - JAYCO,TC,RV Trailer recalled by JAYCO,Label,RV Trailer,2025-05-30,2025-06-20 15:13:01.237253
76817,Transport Canada Recall - 2024778 - FORD,TC,Light Truck & Van recalled by FORD,Suspension,Light Truck & Van,2025-05-29,2025-06-20 15:13:01.237253
77282,My First Snowman’s top hat recalled due to choking hazard ,Consumer product safety,Step2 My First Snowman,Choking hazard,Toys and games,2025-05-29,2025-06-20 15:13:01.237253
77519,Transport Canada Recall - 2025267 - MANAC,TC,Heavy Trailer recalled by MANAC,Accessories,Heavy Trailer,2025-05-29,2025-06-20 15:13:01.237253
77520,Transport Canada Recall - 2025277 - FORD,TC,SUV recalled by FORD,Seats And Restraints,SUV,2025-05-29,2025-06-20 15:13:01.237253
77521,Transport Canada Recall - 2025278 - FORD,TC,Chassis Cab recalled by FORD,Lights And Instruments,Light Truck & Van - Chassis Cab,2025-05-29,2025-06-20 15:13:01.237253
77522,Transport Canada Recall - 2025283 - FORD,TC,SUV recalled by FORD,Engine,SUV - Light Truck & Van,2025-05-29,2025-06-20 15:13:01.237253
77523,Transport Canada Recall - 2025285 - FORD,TC,SUV recalled by FORD,Other,SUV,2025-05-29,2025-06-20 15:13:01.237253
77524,Transport Canada Recall - 2025286 - FORD,TC,Light Truck & Van recalled by FORD,Suspension,Light Truck & Van,2025-05-29,2025-06-20 15:13:01.237253
75765,Transport Canada Recall - 2024359 - GENERAL MOTORS,TC,Car recalled by GENERAL MOTORS,Lights And Instruments,Car - SUV,2025-05-28,2025-06-20 15:13:01.237253
77510,JAMP-ASA 81MG EC: may contain foreign tablets containing acetaminophen and methocarbamol,Drugs and health products,JAMP-ASA 81MG EC,Product safety,Drugs,2025-05-28,2025-06-20 15:13:01.237253
77512,Exka Inc. recalls one lot of Terroir – Royal Gorilla cannabis extract,Controlled substances and cannabis,"Terroir – Royal Gorilla cannabis extract, lot 0002091",Labelling and packaging,Cannabis,2025-05-28,2025-06-20 15:13:01.237253
77513,BD Insyte™ AutoGuard™ Shielded IV Catheters,Medical devices,BD Insyte™ AutoGuard™ Shielded IV Catheters,Performance,General hospital and personal use,2025-05-28,2025-06-20 15:13:01.237253
77514,Soltive Laser Fibers,Medical devices,Soltive Laser Fibers,Performance,General hospital and personal use,2025-05-28,2025-06-20 15:13:01.237253
77515,"Ocean Mama Seafood brand Easy Peel, Deveined, Shell On Raw Shrimp 26/30 recalled due to 3-amino-2-oxazolidinone",CFIA,"Easy Peel, Deveined, Shell On Raw Shrimp 26/30",Chemical,Fish and seafood,2025-05-28,2025-06-20 15:13:01.237253
73796,Transport Canada Recall - 2023309 - FORD,TC,Light Truck & Van recalled by FORD,Engine,Light Truck & Van - SUV,2025-05-27,2025-06-20 15:13:01.237253
77235,Transport Canada Recall - 2025164 - FORD,TC,SUV recalled by FORD,Seats And Restraints,SUV,2025-05-27,2025-06-20 15:13:01.237253
77495,Ezetimibe: One lot recalled as some bottles may contain perindopril 4 mg tablets.,Drugs and health products, Sivem ezetimibe 10 mg tablets,Product safety,Drugs,2025-05-27,2025-06-20 15:13:01.237253
77504,bblüv Gröw Convertible Baby Highchair recalled due to entrapment hazard ,Consumer product safety,bblüv Gröw Convertible Baby High chair,Entrapment hazard,Household items,2025-05-27,2025-06-20 15:13:01.237253
77543,Olymel brand Cooked diced chicken 1/2 in recalled due to pieces of bone,CFIA, Cooked Diced Chicken 1/2 in,Extraneous Material,Processed,2025-05-27,2025-06-20 15:13:01.237253
64777,Transport Canada Recall - 2022307 - FORD,TC,Chassis Cab recalled by FORD,Lights And Instruments,Chassis Cab - Light Truck & Van,2025-05-26,2025-06-20 15:13:01.237253
72574,Transport Canada Recall - 2022743 - FORD,TC,SUV recalled by FORD,Seats And Restraints,SUV,2025-05-26,2025-06-20 15:13:01.237253
74960,Transport Canada Recall - 2024024 - POLARIS,TC,Snowmobile recalled by POLARIS,Powertrain,Snowmobile,2025-05-26,2025-06-20 15:13:01.237253
77493,Beacon Tip Torcon NB Advantage Catheter,Medical devices,Beacon Tip Torcon NB Advantage Catheter,Performance,Cardiovascular,2025-05-26,2025-06-20 15:13:01.237253
77508,Transport Canada Recall - 2025271 - POLARIS,TC,Snowmobile recalled by POLARIS,Powertrain,Snowmobile,2025-05-26,2025-06-20 15:13:01.237253
77509,Transport Canada Recall - 2025274 - LAND ROVER,TC,SUV recalled by LAND ROVER,Suspension,SUV,2025-05-26,2025-06-20 15:13:01.237253
77479,Wild Wonders Wooden Rattle recalled due to choking hazard,Consumer product safety,Wild Wonders Wooden Rattle,Choking hazard,Toys and games,2025-05-23,2025-06-20 15:13:01.237253
77489,Health Canada warns that ZGRMBO Tabletop fire box sold on Amazon.ca may pose a flame jetting and fire hazard ,Consumer product safety,ZGRMBO Tabletop fire box,Fire hazard,Household items,2025-05-23,2025-06-20 15:13:01.237253
77492,BD Texium™ Components,Medical devices,BD Texium™ Components,Performance,General hospital and personal use,2025-05-23,2025-06-20 15:13:01.237253
77496,Sivem ezetimibe 10 mg tablets: One lot recalled as some bottles may contain perindopril 4 mg tablets,Communications and Public Affairs Branch,Sivem ezetimibe 10 mg tablets,Product safety,Drugs,2025-05-23,2025-06-20 15:13:01.237253
77497,Transport Canada Recall - 2025249 - ALTEC INDUSTRIES,TC,Equipment recalled by ALTEC INDUSTRIES,Accessories,Equipment,2025-05-23,2025-06-20 15:13:01.237253
77498,Transport Canada Recall - 2025251 - ALTEC INDUSTRIES,TC,Equipment recalled by ALTEC INDUSTRIES,Accessories,Equipment,2025-05-23,2025-06-20 15:13:01.237253
77499,Transport Canada Recall - 2025254 - FORD,TC,SUV recalled by FORD,Lights And Instruments,SUV,2025-05-23,2025-06-20 15:13:01.237253
77500,Transport Canada Recall - 2025256 - FORD,TC,Light Truck & Van recalled by FORD,Seats And Restraints,Light Truck & Van,2025-05-23,2025-06-20 15:13:01.237253
77501,Transport Canada Recall - 2025258 - FORD,TC,Light Truck & Van recalled by FORD,Steering,Light Truck & Van,2025-05-23,2025-06-20 15:13:01.237253
77502,Transport Canada Recall - 2025259 - FORD,TC,SUV recalled by FORD,Brakes,SUV,2025-05-23,2025-06-20 15:13:01.237253
77503,Transport Canada Recall - 2025273 - FIAT CHRYSLER AUTOMOBILES,TC,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,Light Truck & Van,2025-05-23,2025-06-20 15:13:01.237253
77239,Transport Canada Recall - 2025168 - BMW,TC,Car recalled by BMW,Electrical,Car - SUV,2025-05-22,2025-06-20 15:13:01.237253
77475,Montessori Busy Board 20 in 1 Toy recalled due to choking hazard,Consumer product safety,Wondertoys Montessori Busy Board 20 in 1 Toy,Choking hazard,Toys and games,2025-05-22,2025-06-20 15:13:01.237253
77477,Affinity 4 Birthing Bed,Medical devices,Affinity 4 Birthing Bed,Performance,General hospital and personal use,2025-05-22,2025-06-20 15:13:01.237253
77487,EVIS EXERA III Duodenovideoscope,Medical devices,EVIS EXERA III Duodenovideoscope,Labelling and packaging,Gastroenterology and urology,2025-05-22,2025-06-20 15:13:01.237253
